timestamp                 , sim_time      , coagulant_pump_speed_before_update, raw_water_turbidity_before_update, coagulant_pump_speed_after_logic, raw_water_turbidity_after_logic, coagulant_pump_speed_after_attack, raw_water_turbidity_after_attack, active_attack
2025-09-12T12:20:54.761068, 0:14:50.124496,                                100,                                52,                              100,                              49,                               100,                               49, None
2025-09-12T12:20:59.762002, 0:14:55.125429,                                100,                                49,                              100,                              49,                               100,                               49, None
2025-09-12T12:21:04.762841, 0:15:00.126269,                                100,                                49,                              100,                              52,                               100,                               52, None
2025-09-12T12:21:09.763280, 0:15:05.126651,                                100,                                52,                              100,                              45,                               100,                               45, None
2025-09-12T12:21:14.764175, 0:15:10.127603,                                100,                                45,                              100,                              53,                               100,                               53, None
2025-09-12T12:21:19.765083, 0:15:15.128511,                                100,                                53,                              100,                              53,                               100,                               53, None
2025-09-12T12:21:24.765554, 0:15:20.128968,                                100,                                53,                              100,                              48,                               100,                               48, None
2025-09-12T12:21:29.766508, 0:15:25.129936,                                100,                                48,                              100,                              52,                               100,                               52, None
2025-09-12T12:21:34.766977, 0:15:30.130407,                                100,                                52,                              100,                              49,                               100,                               49, None
2025-09-12T12:21:39.767407, 0:15:35.130822,                                100,                                49,                              100,                              49,                               100,                               49, None
2025-09-12T12:21:44.768416, 0:15:40.131841,                                100,                                49,                              100,                              54,                               100,                               54, None
2025-09-12T12:21:49.768895, 0:15:45.132320,                                100,                                54,                              100,                              45,                               100,                               45, None
2025-09-12T12:21:54.769365, 0:15:50.132785,                                100,                                45,                              100,                              53,                               100,                               53, None
2025-09-12T12:21:59.770317, 0:15:55.133745,                                100,                                53,                              100,                              52,                               100,                               52, None
2025-09-12T12:22:04.771002, 0:16:00.134429,                                100,                                52,                              100,                              51,                               100,                               51, None
2025-09-12T12:22:09.771408, 0:16:05.134823,                                100,                                51,                              100,                              54,                               100,                               54, None
2025-09-12T12:22:14.771841, 0:16:10.135274,                                100,                                54,                              100,                              53,                               100,                               53, None
2025-09-12T12:22:19.772205, 0:16:15.135628,                                100,                                53,                              100,                              50,                               100,                               50, None
2025-09-12T12:22:24.772771, 0:16:20.136204,                                100,                                50,                              100,                              48,                               100,                               48, None
2025-09-12T12:22:29.773609, 0:16:25.137035,                                100,                                48,                              100,                              47,                               100,                               47, None
2025-09-12T12:22:34.774050, 0:16:30.137477,                                100,                                47,                              100,                              51,                               100,                               51, None
2025-09-12T12:22:39.774429, 0:16:35.137859,                                100,                                51,                              100,                              48,                               100,                               48, None
2025-09-12T12:22:44.775304, 0:16:40.138731,                                100,                                48,                              100,                              51,                               100,                               51, None
2025-09-12T12:22:49.775685, 0:16:45.139112,                                100,                                51,                              100,                              50,                               100,                               50, None
2025-09-12T12:22:54.776073, 0:16:50.139491,                                100,                                50,                              100,                              51,                               100,                               51, None
2025-09-12T12:22:59.777037, 0:16:55.140461,                                100,                                51,                              100,                              51,                               100,                               51, None
2025-09-12T12:23:04.777664, 0:17:00.141093,                                100,                                51,                              100,                              51,                               100,                               51, None
2025-09-12T12:23:09.778095, 0:17:05.141529,                                100,                                51,                              100,                              51,                               100,                               51, None
2025-09-12T12:23:14.778684, 0:17:10.142111,                                100,                                51,                              100,                              51,                               100,                               51, None
2025-09-12T12:23:19.779568, 0:17:15.142996,                                100,                                51,                              100,                              51,                               100,                               51, None
2025-09-12T12:23:24.779974, 0:17:20.143402,                                100,                                51,                              100,                              51,                               100,                               51, None
2025-09-12T12:23:29.780384, 0:17:25.143810,                                100,                                51,                              100,                              51,                               100,                               51, None
2025-09-12T12:23:34.781294, 0:17:30.144655,                                100,                                51,                              100,                              51,                               100,                               51, None
2025-09-12T12:23:39.781643, 0:17:35.145071,                                100,                                51,                              100,                              51,                               100,                               51, None
2025-09-12T12:23:44.782481, 0:17:40.145909,                                100,                                51,                              100,                              51,                               100,                               51, None
2025-09-12T12:23:49.782931, 0:17:45.146360,                                100,                                51,                              100,                              51,                               100,                               51, None
2025-09-12T12:23:54.783376, 0:17:50.146781,                                100,                                51,                              100,                              51,                               100,                               51, None
2025-09-12T12:23:59.784385, 0:17:55.147808,                                100,                                51,                              100,                              51,                               100,                               51, None
2025-09-12T12:24:04.785342, 0:18:00.148765,                                100,                                51,                              100,                              51,                               100,                               51, None
2025-09-12T12:24:09.785789, 0:18:05.149194,                                100,                                51,                              100,                              51,                               100,                               51, None
2025-09-12T12:24:14.786670, 0:18:10.150098,                                100,                                51,                              100,                              51,                               100,                               51, None
2025-09-12T12:24:19.787530, 0:18:15.150955,                                100,                                51,                              100,                              51,                               100,                               51, None
2025-09-12T12:24:24.787977, 0:18:20.151406,                                100,                                51,                              100,                              51,                               100,                               51, None
2025-09-12T12:24:29.788418, 0:18:25.151844,                                100,                                51,                              100,                              51,                               100,                               51, None
2025-09-12T12:24:34.788865, 0:18:30.152286,                                100,                                51,                              100,                              51,                               100,                               51, None
2025-09-12T12:24:39.789342, 0:18:35.152770,                                100,                                51,                              100,                              51,                               100,                               51, None
2025-09-12T12:24:44.790181, 0:18:40.153609,                                100,                                51,                              100,                              51,                               100,                               51, None
2025-09-12T12:24:49.790633, 0:18:45.154061,                                100,                                51,                              100,                              51,                               100,                               51, None
2025-09-12T12:24:54.791061, 0:18:50.154480,                                100,                                51,                              100,                              51,                               100,                               51, None
2025-09-12T12:24:59.792080, 0:18:55.155507,                                100,                                51,                              100,                              51,                               100,                               51, None
2025-09-12T12:25:04.792961, 0:19:00.156394,                                100,                                51,                              100,                              51,                               100,                               51, None
2025-09-12T12:25:09.793384, 0:19:05.156811,                                100,                                51,                              100,                              51,                               100,                               51, None
2025-09-12T12:25:14.793869, 0:19:10.157298,                                100,                                51,                              100,                              51,                               100,                               51, None
2025-09-12T12:25:19.794761, 0:19:15.158177,                                100,                                51,                              100,                              51,                               100,                               51, None
2025-09-12T12:25:24.795159, 0:19:20.158593,                                100,                                51,                              100,                              51,                               100,                               51, None
2025-09-12T12:25:29.796034, 0:19:25.159467,                                100,                                51,                              100,                              51,                               100,                               51, None
2025-09-12T12:25:34.796881, 0:19:30.160305,                                100,                                51,                              100,                              51,                               100,                               51, None
2025-09-12T12:25:39.797331, 0:19:35.160758,                                100,                                51,                              100,                              51,                               100,                               51, None
2025-09-12T12:25:44.798165, 0:19:40.161592,                                100,                                51,                              100,                              51,                               100,                               51, None
2025-09-12T12:25:49.798658, 0:19:45.162086,                                100,                                51,                              100,                              51,                               100,                               51, None
2025-09-12T12:25:54.799151, 0:19:50.162576,                                100,                                51,                              100,                              51,                               100,                               51, None
2025-09-12T12:25:59.799719, 0:19:55.163147,                                100,                                51,                              100,                              51,                               100,                               51, None
2025-09-12T12:26:04.800572, 0:20:00.164000,                                100,                                51,                              100,                              51,                               100,                               51, None
2025-09-12T12:26:09.800941, 0:20:05.164362,                                100,                                51,                              100,                              51,                               100,                               51, None
2025-09-12T12:26:14.801840, 0:20:10.165267,                                100,                                51,                              100,                              51,                               100,                               51, None
2025-09-12T12:26:19.802684, 0:20:15.166112,                                100,                                51,                              100,                              54,                               100,                               54, None
2025-09-12T12:26:24.803119, 0:20:20.166547,                                100,                                54,                              100,                              47,                               100,                               47, None
2025-09-12T12:26:29.804094, 0:20:25.167522,                                100,                                47,                              100,                              54,                               100,                               54, None
2025-09-12T12:26:34.804992, 0:20:30.168419,                                100,                                54,                              100,                              50,                               100,                               50, None
2025-09-12T12:26:39.805952, 0:20:35.169379,                                100,                                50,                              100,                              49,                               100,                               49, None
2025-09-12T12:26:44.806789, 0:20:40.170218,                                100,                                49,                              100,                              49,                               100,                               49, None
2025-09-12T12:26:49.807641, 0:20:45.171069,                                100,                                49,                              100,                              49,                               100,                               49, None
2025-09-12T12:26:54.808021, 0:20:50.171448,                                100,                                49,                              100,                              54,                               100,                               54, None
2025-09-12T12:26:59.808850, 0:20:55.172281,                                100,                                54,                              100,                              50,                               100,                               50, None
2025-09-12T12:27:04.809204, 0:21:00.172629,                                100,                                50,                              100,                              45,                               100,                               45, None
2025-09-12T12:27:09.809640, 0:21:05.173068,                                100,                                45,                              100,                              53,                               100,                               53, None
2025-09-12T12:27:14.810055, 0:21:10.173482,                                100,                                53,                              100,                              46,                               100,                               46, None
2025-09-12T12:27:19.810901, 0:21:15.174325,                                100,                                46,                              100,                              54,                               100,                               54, None
2025-09-12T12:27:24.811385, 0:21:20.174813,                                100,                                54,                              100,                              52,                               100,                               52, None
2025-09-12T12:27:29.812201, 0:21:25.175633,                                100,                                52,                              100,                              50,                               100,                               50, None
2025-09-12T12:27:34.813071, 0:21:30.176499,                                100,                                50,                              100,                              48,                               100,                               48, None
2025-09-12T12:27:39.814011, 0:21:35.177439,                                100,                                48,                              100,                              49,                               100,                               49, None
2025-09-12T12:27:44.814853, 0:21:40.178280,                                100,                                49,                              100,                              53,                               100,                               53, None
2025-09-12T12:27:49.815314, 0:21:45.178734,                                100,                                53,                              100,                              54,                               100,                               54, None
2025-09-12T12:27:54.815797, 0:21:50.179225,                                100,                                54,                              100,                              45,                               100,                               45, None
2025-09-12T12:27:59.816632, 0:21:55.180061,                                100,                                45,                              100,                              53,                               100,                               53, None
2025-09-12T12:28:04.817549, 0:22:00.180976,                                100,                                53,                              100,                              53,                               100,                               53, None
2025-09-12T12:28:09.817954, 0:22:05.181382,                                100,                                53,                              100,                              47,                               100,                               47, None
2025-09-12T12:28:14.818722, 0:22:10.182153,                                100,                                47,                              100,                              49,                               100,                               49, None
2025-09-12T12:28:19.819531, 0:22:15.182960,                                100,                                49,                              100,                              49,                               100,                               49, None
2025-09-12T12:28:24.820372, 0:22:20.183800,                                100,                                49,                              100,                              53,                               100,                               53, None
2025-09-12T12:28:29.821308, 0:22:25.184666,                                100,                                53,                              100,                              45,                               100,                               45, None
2025-09-12T12:28:34.822220, 0:22:30.185645,                                100,                                45,                              100,                              53,                               100,                               53, None
2025-09-12T12:28:39.823200, 0:22:35.186621,                                100,                                53,                              100,                              50,                               100,                               50, None
2025-09-12T12:28:44.824203, 0:22:40.187630,                                100,                                50,                              100,                              48,                               100,                               48, None
2025-09-12T12:28:49.825170, 0:22:45.188598,                                100,                                48,                              100,                              50,                               100,                               50, None
2025-09-12T12:28:54.826073, 0:22:50.189500,                                100,                                50,                              100,                              46,                               100,                               46, None
2025-09-12T12:28:59.826998, 0:22:55.190426,                                100,                                46,                              100,                              54,                               100,                               54, None
2025-09-12T12:29:04.827862, 0:23:00.191289,                                100,                                54,                              100,                              49,                               100,                               49, None
2025-09-12T12:29:09.828310, 0:23:05.191730,                                100,                                49,                              100,                              50,                               100,                               50, None
2025-09-12T12:29:14.829150, 0:23:10.192578,                                100,                                50,                              100,                              53,                               100,                               53, None
2025-09-12T12:29:19.829831, 0:23:15.193259,                                100,                                53,                              100,                              49,                               100,                               49, None
2025-09-12T12:29:24.830458, 0:23:20.193886,                                100,                                49,                              100,                              52,                               100,                               52, None
2025-09-12T12:29:29.830889, 0:23:25.194317,                                100,                                52,                              100,                              45,                               100,                               45, None
2025-09-12T12:29:34.831341, 0:23:30.194770,                                100,                                45,                              100,                              50,                               100,                               50, None
2025-09-12T12:29:39.831765, 0:23:35.195193,                                100,                                50,                              100,                              54,                               100,                               54, None
2025-09-12T12:29:44.832631, 0:23:40.196056,                                100,                                54,                              100,                              47,                               100,                               47, None
2025-09-12T12:29:49.833504, 0:23:45.196924,                                100,                                47,                              100,                              48,                               100,                               48, None
2025-09-12T12:29:54.833922, 0:23:50.197344,                                100,                                48,                              100,                              47,                               100,                               47, None
2025-09-12T12:29:59.834345, 0:23:55.197771,                                100,                                47,                              100,                              54,                               100,                               54, None
2025-09-12T12:30:04.834837, 0:24:00.198265,                                100,                                54,                              100,                              53,                               100,                               53, None
2025-09-12T12:30:09.835464, 0:24:05.198892,                                100,                                53,                              100,                              45,                               100,                               45, None
2025-09-12T12:30:14.835930, 0:24:10.199359,                                100,                                45,                              100,                              51,                               100,                               51, None
2025-09-12T12:30:19.836357, 0:24:15.199784,                                100,                                51,                              100,                              45,                               100,                               45, None
2025-09-12T12:30:24.836729, 0:24:20.200150,                                100,                                45,                              100,                              54,                               100,                               54, None
2025-09-12T12:30:29.837375, 0:24:25.200804,                                100,                                54,                              100,                              49,                               100,                               49, None
2025-09-12T12:30:34.837757, 0:24:30.201184,                                100,                                49,                              100,                              49,                               100,                               49, None
2025-09-12T12:30:39.838361, 0:24:35.201779,                                100,                                49,                              100,                              46,                               100,                               46, None
2025-09-12T12:30:44.838806, 0:24:40.202233,                                100,                                46,                              100,                              54,                               100,                               54, None
2025-09-12T12:30:49.839268, 0:24:45.202656,                                100,                                54,                              100,                              49,                               100,                               49, None
2025-09-12T12:30:54.839695, 0:24:50.203121,                                100,                                49,                              100,                              47,                               100,                               47, None
2025-09-12T12:30:59.840525, 0:24:55.203953,                                100,                                47,                              100,                              47,                               100,                               47, None
2025-09-12T12:31:04.841358, 0:25:00.204785,                                100,                                47,                              100,                              47,                               100,                               47, None
2025-09-12T12:31:09.841704, 0:25:05.205137,                                100,                                47,                              100,                              51,                               100,                               51, None
2025-09-12T12:31:14.842527, 0:25:10.205954,                                100,                                51,                              100,                              49,                               100,                               49, None
2025-09-12T12:31:19.843413, 0:25:15.206842,                                100,                                49,                              100,                              51,                               100,                               51, None
2025-09-12T12:31:24.843829, 0:25:20.207250,                                100,                                51,                              100,                              47,                               100,                               47, None
2025-09-12T12:31:29.844316, 0:25:25.207750,                                100,                                47,                              100,                              47,                               100,                               47, None
2025-09-12T12:31:34.845066, 0:25:30.208488,                                100,                                47,                              100,                              49,                               100,                               49, None
2025-09-12T12:31:39.845649, 0:25:35.209070,                                100,                                49,                              100,                              46,                               100,                               46, None
2025-09-12T12:31:44.846139, 0:25:40.209568,                                100,                                46,                              100,                              47,                               100,                               47, None
2025-09-12T12:31:50.879751, 0:25:46.243172,                                100,                                47,                              100,                              49,                               100,                               49, None
2025-09-12T12:31:55.880191, 0:25:51.243611,                                100,                                49,                              100,                              51,                               100,                               51, None
2025-09-12T12:32:00.880787, 0:25:56.244205,                                100,                                51,                              100,                              48,                               100,                               48, None
2025-09-12T12:32:05.881212, 0:26:01.244634,                                100,                                48,                              100,                              50,                               100,                               50, None
2025-09-12T12:32:10.881654, 0:26:06.245085,                                100,                                50,                              100,                              49,                               100,                               49, None
2025-09-12T12:32:15.882013, 0:26:11.245441,                                100,                                49,                              100,                              52,                               100,                               52, None
2025-09-12T12:32:20.882547, 0:26:16.245975,                                100,                                52,                              100,                              51,                               100,                               51, None
2025-09-12T12:32:25.882918, 0:26:21.246345,                                100,                                51,                              100,                              52,                               100,                               52, None
2025-09-12T12:32:30.883282, 0:26:26.246710,                                100,                                52,                              100,                              51,                               100,                               51, None
2025-09-12T12:32:35.883675, 0:26:31.247103,                                100,                                51,                              100,                              54,                               100,                               54, None
2025-09-12T12:32:40.884095, 0:26:36.247523,                                100,                                54,                              100,                              54,                               100,                               54, None
2025-09-12T12:32:45.884538, 0:26:41.247965,                                100,                                54,                              100,                              45,                               100,                               45, None
2025-09-12T12:32:50.884899, 0:26:46.248327,                                100,                                45,                              100,                              49,                               100,                               49, None
2025-09-12T12:32:55.885347, 0:26:51.248776,                                100,                                49,                              100,                              47,                               100,                               47, None
2025-09-12T12:33:00.885842, 0:26:56.249271,                                100,                                47,                              100,                              54,                               100,                               54, None
2025-09-12T12:33:05.886293, 0:27:01.249723,                                100,                                54,                              100,                              49,                               100,                               49, None
2025-09-12T12:33:10.886700, 0:27:06.250130,                                100,                                49,                              100,                              48,                               100,                               48, None
2025-09-12T12:33:15.887101, 0:27:11.250529,                                100,                                48,                              100,                              51,                               100,                               51, None
2025-09-12T12:33:20.887758, 0:27:16.251187,                                100,                                51,                              100,                              54,                               100,                               54, None
2025-09-12T12:33:25.888144, 0:27:21.251572,                                100,                                54,                              100,                              46,                               100,                               46, None
2025-09-12T12:33:30.888531, 0:27:26.251964,                                100,                                46,                              100,                              53,                               100,                               53, None
2025-09-12T12:33:35.888893, 0:27:31.252318,                                100,                                53,                              100,                              45,                               100,                               45, None
2025-09-12T12:33:40.889344, 0:27:36.252772,                                100,                                45,                              100,                              49,                               100,                               49, None
2025-09-12T12:33:45.889837, 0:27:41.253263,                                100,                                49,                              100,                              50,                               100,                               50, None
2025-09-12T12:33:50.890321, 0:27:46.253749,                                100,                                50,                              100,                              54,                               100,                               54, None
2025-09-12T12:33:55.890706, 0:27:51.254136,                                100,                                54,                              100,                              47,                               100,                               47, None
2025-09-12T12:34:00.891108, 0:27:56.254537,                                100,                                47,                              100,                              50,                               100,                               50, None
2025-09-12T12:34:05.891954, 0:28:01.255382,                                100,                                50,                              100,                              52,                               100,                              450, Brief False High Turbidity
2025-09-12T12:34:10.892429, 0:28:06.255800,                                100,                               450,                              100,                              46,                               100,                              450, Brief False High Turbidity
2025-09-12T12:34:15.893287, 0:28:11.256714,                                100,                               450,                              100,                              50,                               100,                              450, Brief False High Turbidity
2025-09-12T12:34:20.893794, 0:28:16.257220,                                100,                               450,                              100,                              52,                               100,                              450, Brief False High Turbidity
2025-09-12T12:34:25.894153, 0:28:21.257577,                                100,                               450,                              100,                              50,                               100,                              450, Brief False High Turbidity
2025-09-12T12:34:30.894676, 0:28:26.258104,                                100,                               450,                              100,                              52,                               100,                              450, Brief False High Turbidity
2025-09-12T12:34:35.895128, 0:28:31.258556,                                100,                               450,                              100,                              52,                               100,                              450, Brief False High Turbidity
2025-09-12T12:34:40.895543, 0:28:36.258972,                                100,                               450,                              100,                              49,                               100,                              450, Brief False High Turbidity
2025-09-12T12:34:45.895919, 0:28:41.259347,                                100,                               450,                              100,                              54,                               100,                              450, Brief False High Turbidity
2025-09-12T12:34:50.896733, 0:28:46.260161,                                100,                               450,                              100,                              54,                               100,                              450, Brief False High Turbidity
2025-09-12T12:34:55.897123, 0:28:51.260558,                                100,                               450,                              100,                              52,                               100,                              450, Brief False High Turbidity
2025-09-12T12:35:00.897478, 0:28:56.260906,                                100,                               450,                              100,                              54,                               100,                              450, Brief False High Turbidity
2025-09-12T12:35:05.898299, 0:29:01.261731,                                100,                               450,                              100,                              54,                               100,                               54, None
2025-09-12T12:35:10.899252, 0:29:06.262680,                                100,                                54,                              100,                              47,                               100,                               47, None
2025-09-12T12:35:15.899744, 0:29:11.263159,                                100,                                47,                              100,                              48,                               100,                               48, None
2025-09-12T12:35:20.900260, 0:29:16.263690,                                100,                                48,                              100,                              48,                               100,                               48, None
2025-09-12T12:35:25.900681, 0:29:21.264110,                                100,                                48,                              100,                              50,                               100,                               50, None
