active_attack                        , chlorine_level_after_attack, chlorine_level_after_logic, chlorine_level_before_update, coagulant_pump_speed_after_attack, coagulant_pump_speed_after_logic, coagulant_pump_speed_before_update, dest_ip  , filter_backwash_pump_status_after_attack, filter_backwash_pump_status_after_logic, filter_backwash_pump_status_before_update, filter_outlet_turbidity_after_attack, filter_outlet_turbidity_after_logic, filter_outlet_turbidity_before_update, flocculator_speed_after_attack, flocculator_speed_after_logic, flocculator_speed_before_update, intake_pump_status_after_attack, intake_pump_status_after_logic, intake_pump_status_before_update, modbus_function                                                        , packet_size, raw_water_flow_rate_after_attack, raw_water_flow_rate_after_logic, raw_water_flow_rate_before_update, raw_water_turbidity_after_attack, raw_water_turbidity_after_logic, raw_water_turbidity_before_update, read_registers                                              , sedimentation_turbidity_after_attack, sedimentation_turbidity_after_logic, sedimentation_turbidity_before_update, sim_time      , src_ip      , timestamp                 , written_registers
Stealthy Data Manipulation (Offset)  ,          2.272659810875267 ,         2.272659810875267 ,           2.2095009062212334,                               100,                              100,                                100, localhost,                                        0,                                       0,                                         0,                                    2,                                   2,                                     2,                            100,                           100,                             100,                               1,                              1,                                1, ATTACK: Stealthy Data Manipulation (Offset) (offset)                   ,          16,                             5000,                            5000,                              5000,                               20,                              45,                                29, "{'raw_water_turbidity': 45, 'filter_outlet_turbidity': 2}" ,                                   23,                                  23,                                    29, 0:11:55.052105, 192.168.1.20, 2025-10-14T14:22:38.683376, {'raw_water_turbidity': 20}
Stealthy Data Manipulation (Offset)  ,          2.212063081598929 ,         2.212063081598929 ,           2.272659810875267 ,                               100,                              100,                                100, localhost,                                        0,                                       0,                                         0,                                    2,                                   2,                                     2,                            100,                           100,                             100,                               1,                              1,                                1, ATTACK: Stealthy Data Manipulation (Offset) (offset)                   ,          16,                             5000,                            5000,                              5000,                               23,                              48,                                20, "{'raw_water_turbidity': 48, 'filter_outlet_turbidity': 2}" ,                                   27,                                  27,                                    23, 0:12:00.052478, 192.168.1.20, 2025-10-14T14:22:43.683750, {'raw_water_turbidity': 23}
Stealthy Data Manipulation (Offset)  ,          2.1979826196732084,         2.1979826196732084,           2.212063081598929 ,                               100,                              100,                                100, localhost,                                        0,                                       0,                                         0,                                    3,                                   3,                                     2,                            100,                           100,                             100,                               1,                              1,                                1, ATTACK: Stealthy Data Manipulation (Offset) (offset)                   ,          16,                             5000,                            5000,                              5000,                               29,                              54,                                23, "{'raw_water_turbidity': 54, 'filter_outlet_turbidity': 2}" ,                                   29,                                  29,                                    27, 0:12:05.052891, 192.168.1.20, 2025-10-14T14:22:48.684161, {'raw_water_turbidity': 29}
Stealthy Data Manipulation (Offset)  ,          2.2525559867655747,         2.2525559867655747,           2.1979826196732084,                               100,                              100,                                100, localhost,                                        0,                                       0,                                         0,                                    2,                                   2,                                     3,                            100,                           100,                             100,                               1,                              1,                                1, ATTACK: Stealthy Data Manipulation (Offset) (offset)                   ,          16,                             5000,                            5000,                              5000,                               22,                              47,                                29, "{'raw_water_turbidity': 47, 'filter_outlet_turbidity': 2}" ,                                   26,                                  26,                                    29, 0:12:10.053264, 192.168.1.20, 2025-10-14T14:22:53.684535, {'raw_water_turbidity': 22}
Stealthy Data Manipulation (Offset)  ,          2.2471585257145246,         2.2471585257145246,           2.2525559867655747,                               100,                              100,                                100, localhost,                                        0,                                       0,                                         0,                                    2,                                   2,                                     2,                            100,                           100,                             100,                               1,                              1,                                1, ATTACK: Stealthy Data Manipulation (Offset) (offset)                   ,          16,                             5000,                            5000,                              5000,                               21,                              46,                                22, "{'raw_water_turbidity': 46, 'filter_outlet_turbidity': 2}" ,                                   24,                                  24,                                    26, 0:12:15.053635, 192.168.1.20, 2025-10-14T14:22:58.684905, {'raw_water_turbidity': 21}
Stealthy Data Manipulation (Offset)  ,          2.231943999295884 ,         2.231943999295884 ,           2.2471585257145246,                               100,                              100,                                100, localhost,                                        0,                                       0,                                         0,                                    2,                                   2,                                     2,                            100,                           100,                             100,                               1,                              1,                                1, ATTACK: Stealthy Data Manipulation (Offset) (offset)                   ,          16,                             5000,                            5000,                              5000,                               20,                              45,                                21, "{'raw_water_turbidity': 45, 'filter_outlet_turbidity': 2}" ,                                   24,                                  24,                                    24, 0:12:20.054027, 192.168.1.20, 2025-10-14T14:23:03.685299, {'raw_water_turbidity': 20}
Stealthy Data Manipulation (Offset)  ,          2.2707056260172727,         2.2707056260172727,           2.231943999295884 ,                               100,                              100,                                100, localhost,                                        0,                                       0,                                         0,                                    2,                                   2,                                     2,                            100,                           100,                             100,                               1,                              1,                                1, ATTACK: Stealthy Data Manipulation (Offset) (offset)                   ,          16,                             5000,                            5000,                              5000,                               20,                              45,                                20, "{'raw_water_turbidity': 45, 'filter_outlet_turbidity': 2}" ,                                   24,                                  24,                                    24, 0:12:25.054423, 192.168.1.20, 2025-10-14T14:23:08.685693, {'raw_water_turbidity': 20}
Stealthy Data Manipulation (Offset)  ,          2.2500181246634283,         2.2500181246634283,           2.2707056260172727,                               100,                              100,                                100, localhost,                                        0,                                       0,                                         0,                                    2,                                   2,                                     2,                            100,                           100,                             100,                               1,                              1,                                1, ATTACK: Stealthy Data Manipulation (Offset) (offset)                   ,          16,                             5000,                            5000,                              5000,                               23,                              48,                                20, "{'raw_water_turbidity': 48, 'filter_outlet_turbidity': 2}" ,                                   25,                                  25,                                    24, 0:12:30.054796, 192.168.1.20, 2025-10-14T14:23:13.686069, {'raw_water_turbidity': 23}
Stealthy Data Manipulation (Offset)  ,          2.2066293716716436,         2.2066293716716436,           2.2500181246634283,                               100,                              100,                                100, localhost,                                        0,                                       0,                                         0,                                    2,                                   2,                                     2,                            100,                           100,                             100,                               1,                              1,                                1, ATTACK: Stealthy Data Manipulation (Offset) (offset)                   ,          16,                             5000,                            5000,                              5000,                               26,                              51,                                23, "{'raw_water_turbidity': 51, 'filter_outlet_turbidity': 2}" ,                                   28,                                  28,                                    25, 0:12:35.055182, 192.168.1.20, 2025-10-14T14:23:18.686454, {'raw_water_turbidity': 26}
Stealthy Data Manipulation (Offset)  ,          2.2021119542221226,         2.2021119542221226,           2.2066293716716436,                               100,                              100,                                100, localhost,                                        0,                                       0,                                         0,                                    2,                                   2,                                     2,                            100,                           100,                             100,                               1,                              1,                                1, ATTACK: Stealthy Data Manipulation (Offset) (offset)                   ,          16,                             5000,                            5000,                              5000,                               28,                              53,                                26, "{'raw_water_turbidity': 53, 'filter_outlet_turbidity': 2}" ,                                   29,                                  29,                                    28, 0:12:40.055551, 192.168.1.20, 2025-10-14T14:23:23.686822, {'raw_water_turbidity': 28}
Stealthy Data Manipulation (Offset)  ,          2.2311510182531373,         2.2311510182531373,           2.2021119542221226,                               100,                              100,                                100, localhost,                                        0,                                       0,                                         0,                                    2,                                   2,                                     2,                            100,                           100,                             100,                               1,                              1,                                1, ATTACK: Stealthy Data Manipulation (Offset) (offset)                   ,          16,                             5000,                            5000,                              5000,                               20,                              45,                                28, "{'raw_water_turbidity': 45, 'filter_outlet_turbidity': 2}" ,                                   25,                                  25,                                    29, 0:12:45.055939, 192.168.1.20, 2025-10-14T14:23:28.687210, {'raw_water_turbidity': 20}
Stealthy Data Manipulation (Offset)  ,          2.2396125500262647,         2.2396125500262647,           2.2311510182531373,                               100,                              100,                                100, localhost,                                        0,                                       0,                                         0,                                    2,                                   2,                                     2,                            100,                           100,                             100,                               1,                              1,                                1, ATTACK: Stealthy Data Manipulation (Offset) (offset)                   ,          16,                             5000,                            5000,                              5000,                               29,                              54,                                20, "{'raw_water_turbidity': 54, 'filter_outlet_turbidity': 2}" ,                                   28,                                  28,                                    25, 0:12:50.056328, 192.168.1.20, 2025-10-14T14:23:33.687600, {'raw_water_turbidity': 29}
Stealthy Data Manipulation (Offset)  ,          2.2356734780836156,         2.2356734780836156,           2.2396125500262647,                               100,                              100,                                100, localhost,                                        0,                                       0,                                         0,                                    2,                                   2,                                     2,                            100,                           100,                             100,                               1,                              1,                                1, ATTACK: Stealthy Data Manipulation (Offset) (offset)                   ,          16,                             5000,                            5000,                              5000,                               26,                              51,                                29, "{'raw_water_turbidity': 51, 'filter_outlet_turbidity': 2}" ,                                   28,                                  28,                                    28, 0:12:55.056722, 192.168.1.20, 2025-10-14T14:23:38.687993, {'raw_water_turbidity': 26}
Stealthy Data Manipulation (Offset)  ,          2.253297686180227 ,         2.253297686180227 ,           2.2356734780836156,                               100,                              100,                                100, localhost,                                        0,                                       0,                                         0,                                    2,                                   2,                                     2,                            100,                           100,                             100,                               1,                              1,                                1, ATTACK: Stealthy Data Manipulation (Offset) (offset)                   ,          16,                             5000,                            5000,                              5000,                               20,                              45,                                26, "{'raw_water_turbidity': 45, 'filter_outlet_turbidity': 2}" ,                                   23,                                  23,                                    28, 0:13:00.057074, 192.168.1.20, 2025-10-14T14:23:43.688344, {'raw_water_turbidity': 20}
Stealthy Data Manipulation (Offset)  ,          2.248769142248028 ,         2.248769142248028 ,           2.253297686180227 ,                               100,                              100,                                100, localhost,                                        0,                                       0,                                         0,                                    2,                                   2,                                     2,                            100,                           100,                             100,                               1,                              1,                                1, ATTACK: Stealthy Data Manipulation (Offset) (offset)                   ,          16,                             5000,                            5000,                              5000,                               20,                              45,                                20, "{'raw_water_turbidity': 45, 'filter_outlet_turbidity': 2}" ,                                   23,                                  23,                                    23, 0:13:05.057432, 192.168.1.20, 2025-10-14T14:23:48.688702, {'raw_water_turbidity': 20}
Stealthy Data Manipulation (Offset)  ,          2.243538961199424 ,         2.243538961199424 ,           2.248769142248028 ,                               100,                              100,                                100, localhost,                                        0,                                       0,                                         0,                                    2,                                   2,                                     2,                            100,                           100,                             100,                               1,                              1,                                1, ATTACK: Stealthy Data Manipulation (Offset) (offset)                   ,          16,                             5000,                            5000,                              5000,                               20,                              45,                                20, "{'raw_water_turbidity': 45, 'filter_outlet_turbidity': 2}" ,                                   24,                                  24,                                    23, 0:13:10.057811, 192.168.1.20, 2025-10-14T14:23:53.689083, {'raw_water_turbidity': 20}
Stealthy Data Manipulation (Offset)  ,          2.2407701825730775,         2.2407701825730775,           2.243538961199424 ,                               100,                              100,                                100, localhost,                                        0,                                       0,                                         0,                                    2,                                   2,                                     2,                            100,                           100,                             100,                               1,                              1,                                1, ATTACK: Stealthy Data Manipulation (Offset) (offset)                   ,          16,                             5000,                            5000,                              5000,                               20,                              45,                                20, "{'raw_water_turbidity': 45, 'filter_outlet_turbidity': 2}" ,                                   25,                                  25,                                    24, 0:13:15.058215, 192.168.1.20, 2025-10-14T14:23:58.689484, {'raw_water_turbidity': 20}
Stealthy Data Manipulation (Offset)  ,          2.2734995342009836,         2.2734995342009836,           2.2407701825730775,                               100,                              100,                                100, localhost,                                        0,                                       0,                                         0,                                    2,                                   2,                                     2,                            100,                           100,                             100,                               1,                              1,                                1, ATTACK: Stealthy Data Manipulation (Offset) (offset)                   ,          16,                             5000,                            5000,                              5000,                               20,                              45,                                20, "{'raw_water_turbidity': 45, 'filter_outlet_turbidity': 2}" ,                                   24,                                  24,                                    25, 0:13:20.058561, 192.168.1.20, 2025-10-14T14:24:03.689833, {'raw_water_turbidity': 20}
Stealthy Data Manipulation (Offset)  ,          2.2590023929815195,         2.2590023929815195,           2.2734995342009836,                               100,                              100,                                100, localhost,                                        0,                                       0,                                         0,                                    2,                                   2,                                     2,                            100,                           100,                             100,                               1,                              1,                                1, ATTACK: Stealthy Data Manipulation (Offset) (offset)                   ,          16,                             5000,                            5000,                              5000,                               20,                              45,                                20, "{'raw_water_turbidity': 45, 'filter_outlet_turbidity': 2}" ,                                   23,                                  23,                                    24, 0:13:25.058922, 192.168.1.20, 2025-10-14T14:24:08.690190, {'raw_water_turbidity': 20}
Stealthy Data Manipulation (Offset)  ,          2.2230195441930802,         2.2230195441930802,           2.2590023929815195,                               100,                              100,                                100, localhost,                                        0,                                       0,                                         0,                                    2,                                   2,                                     2,                            100,                           100,                             100,                               1,                              1,                                1, ATTACK: Stealthy Data Manipulation (Offset) (offset)                   ,          16,                             5000,                            5000,                              5000,                               20,                              45,                                20, "{'raw_water_turbidity': 45, 'filter_outlet_turbidity': 2}" ,                                   25,                                  25,                                    23, 0:13:30.059246, 192.168.1.20, 2025-10-14T14:24:13.690514, {'raw_water_turbidity': 20}
Stealthy Data Manipulation (Offset)  ,          2.2451572288662294,         2.2451572288662294,           2.2230195441930802,                               100,                              100,                                100, localhost,                                        0,                                       0,                                         0,                                    2,                                   2,                                     2,                            100,                           100,                             100,                               1,                              1,                                1, ATTACK: Stealthy Data Manipulation (Offset) (offset)                   ,          16,                             5000,                            5000,                              5000,                               20,                              45,                                20, "{'raw_water_turbidity': 45, 'filter_outlet_turbidity': 2}" ,                                   23,                                  23,                                    25, 0:13:35.059589, 192.168.1.20, 2025-10-14T14:24:18.690860, {'raw_water_turbidity': 20}
Stealthy Data Manipulation (Offset)  ,          2.270414943443932 ,         2.270414943443932 ,           2.2451572288662294,                               100,                              100,                                100, localhost,                                        0,                                       0,                                         0,                                    2,                                   2,                                     2,                            100,                           100,                             100,                               1,                              1,                                1, ATTACK: Stealthy Data Manipulation (Offset) (offset)                   ,          16,                             5000,                            5000,                              5000,                               20,                              45,                                20, "{'raw_water_turbidity': 45, 'filter_outlet_turbidity': 2}" ,                                   24,                                  24,                                    23, 0:13:40.059967, 192.168.1.20, 2025-10-14T14:24:23.691237, {'raw_water_turbidity': 20}
Stealthy Data Manipulation (Offset)  ,          2.235673807101283 ,         2.235673807101283 ,           2.270414943443932 ,                               100,                              100,                                100, localhost,                                        0,                                       0,                                         0,                                    2,                                   2,                                     2,                            100,                           100,                             100,                               1,                              1,                                1, ATTACK: Stealthy Data Manipulation (Offset) (offset)                   ,          16,                             5000,                            5000,                              5000,                               20,                              45,                                20, "{'raw_water_turbidity': 45, 'filter_outlet_turbidity': 2}" ,                                   24,                                  24,                                    24, 0:13:45.060330, 192.168.1.20, 2025-10-14T14:24:28.691600, {'raw_water_turbidity': 20}
Stealthy Data Manipulation (Offset)  ,          2.2381882378329814,         2.2381882378329814,           2.235673807101283 ,                               100,                              100,                                100, localhost,                                        0,                                       0,                                         0,                                    2,                                   2,                                     2,                            100,                           100,                             100,                               1,                              1,                                1, ATTACK: Stealthy Data Manipulation (Offset) (offset)                   ,          16,                             5000,                            5000,                              5000,                               20,                              45,                                20, "{'raw_water_turbidity': 45, 'filter_outlet_turbidity': 2}" ,                                   25,                                  25,                                    24, 0:13:50.060677, 192.168.1.20, 2025-10-14T14:24:33.691967, {'raw_water_turbidity': 20}
Stealthy Data Manipulation (Offset)  ,          2.2451852933922822,         2.2451852933922822,           2.2381882378329814,                               100,                              100,                                100, localhost,                                        0,                                       0,                                         0,                                    2,                                   2,                                     2,                            100,                           100,                             100,                               1,                              1,                                1, ATTACK: Stealthy Data Manipulation (Offset) (offset)                   ,          16,                             5000,                            5000,                              5000,                               20,                              45,                                20, "{'raw_water_turbidity': 45, 'filter_outlet_turbidity': 2}" ,                                   25,                                  25,                                    25, 0:13:55.061032, 192.168.1.20, 2025-10-14T14:24:38.692301, {'raw_water_turbidity': 20}
Stealthy Data Manipulation (Offset)  ,          2.2700734803628375,         2.2700734803628375,           2.2451852933922822,                               100,                              100,                                100, localhost,                                        0,                                       0,                                         0,                                    2,                                   2,                                     2,                            100,                           100,                             100,                               1,                              1,                                1, ATTACK: Stealthy Data Manipulation (Offset) (offset)                   ,          16,                             5000,                            5000,                              5000,                               20,                              45,                                20, "{'raw_water_turbidity': 45, 'filter_outlet_turbidity': 2}" ,                                   23,                                  23,                                    25, 0:14:00.061384, 192.168.1.20, 2025-10-14T14:24:43.692653, {'raw_water_turbidity': 20}
Stealthy Data Manipulation (Offset)  ,          2.247372223923298 ,         2.247372223923298 ,           2.2700734803628375,                               100,                              100,                                100, localhost,                                        0,                                       0,                                         0,                                    2,                                   2,                                     2,                            100,                           100,                             100,                               1,                              1,                                1, ATTACK: Stealthy Data Manipulation (Offset) (offset)                   ,          16,                             5000,                            5000,                              5000,                               20,                              45,                                20, "{'raw_water_turbidity': 45, 'filter_outlet_turbidity': 2}" ,                                   23,                                  23,                                    23, 0:14:05.061731, 192.168.1.20, 2025-10-14T14:24:48.692999, {'raw_water_turbidity': 20}
Stealthy Data Manipulation (Offset)  ,          2.270552184541159 ,         2.270552184541159 ,           2.247372223923298 ,                               100,                              100,                                100, localhost,                                        0,                                       0,                                         0,                                    2,                                   2,                                     2,                            100,                           100,                             100,                               1,                              1,                                1, ATTACK: Stealthy Data Manipulation (Offset) (offset)                   ,          16,                             5000,                            5000,                              5000,                               20,                              45,                                20, "{'raw_water_turbidity': 45, 'filter_outlet_turbidity': 2}" ,                                   24,                                  24,                                    23, 0:14:10.062087, 192.168.1.20, 2025-10-14T14:24:53.693355, {'raw_water_turbidity': 20}
Stealthy Data Manipulation (Offset)  ,          2.2479075492613747,         2.2479075492613747,           2.270552184541159 ,                               100,                              100,                                100, localhost,                                        0,                                       0,                                         0,                                    2,                                   2,                                     2,                            100,                           100,                             100,                               1,                              1,                                1, ATTACK: Stealthy Data Manipulation (Offset) (offset)                   ,          16,                             5000,                            5000,                              5000,                               20,                              45,                                20, "{'raw_water_turbidity': 45, 'filter_outlet_turbidity': 2}" ,                                   25,                                  25,                                    24, 0:14:15.062421, 192.168.1.20, 2025-10-14T14:24:58.693690, {'raw_water_turbidity': 20}
Stealthy Data Manipulation (Offset)  ,          2.2613559021671548,         2.2613559021671548,           2.2479075492613747,                               100,                              100,                                100, localhost,                                        0,                                       0,                                         0,                                    2,                                   2,                                     2,                            100,                           100,                             100,                               1,                              1,                                1, ATTACK: Stealthy Data Manipulation (Offset) (offset)                   ,          16,                             5000,                            5000,                              5000,                               20,                              45,                                20, "{'raw_water_turbidity': 45, 'filter_outlet_turbidity': 2}" ,                                   25,                                  25,                                    25, 0:14:20.062772, 192.168.1.20, 2025-10-14T14:25:03.694039, {'raw_water_turbidity': 20}
Stealthy Data Manipulation (Offset)  ,          2.2381111859147502,         2.2381111859147502,           2.2613559021671548,                               100,                              100,                                100, localhost,                                        0,                                       0,                                         0,                                    2,                                   2,                                     2,                            100,                           100,                             100,                               1,                              1,                                1, ATTACK: Stealthy Data Manipulation (Offset) (offset)                   ,          16,                             5000,                            5000,                              5000,                               20,                              45,                                20, "{'raw_water_turbidity': 45, 'filter_outlet_turbidity': 2}" ,                                   24,                                  24,                                    25, 0:14:25.063154, 192.168.1.20, 2025-10-14T14:25:08.694426, {'raw_water_turbidity': 20}
Stealthy Data Manipulation (Offset)  ,          2.2690311731766832,         2.2690311731766832,           2.2381111859147502,                               100,                              100,                                100, localhost,                                        0,                                       0,                                         0,                                    2,                                   2,                                     2,                            100,                           100,                             100,                               1,                              1,                                1, ATTACK: Stealthy Data Manipulation (Offset) (offset)                   ,          16,                             5000,                            5000,                              5000,                               20,                              45,                                20, "{'raw_water_turbidity': 45, 'filter_outlet_turbidity': 2}" ,                                   25,                                  25,                                    24, 0:14:30.063531, 192.168.1.20, 2025-10-14T14:25:13.694800, {'raw_water_turbidity': 20}
Stealthy Data Manipulation (Offset)  ,          2.261788000631559 ,         2.261788000631559 ,           2.2690311731766832,                               100,                              100,                                100, localhost,                                        0,                                       0,                                         0,                                    2,                                   2,                                     2,                            100,                           100,                             100,                               1,                              1,                                1, ATTACK: Stealthy Data Manipulation (Offset) (offset)                   ,          16,                             5000,                            5000,                              5000,                               20,                              45,                                20, "{'raw_water_turbidity': 45, 'filter_outlet_turbidity': 2}" ,                                   25,                                  25,                                    25, 0:14:35.063925, 192.168.1.20, 2025-10-14T14:25:18.695195, {'raw_water_turbidity': 20}
Stealthy Data Manipulation (Offset)  ,          2.2560653383584133,         2.2560653383584133,           2.261788000631559 ,                               100,                              100,                                100, localhost,                                        0,                                       0,                                         0,                                    2,                                   2,                                     2,                            100,                           100,                             100,                               1,                              1,                                1, ATTACK: Stealthy Data Manipulation (Offset) (offset)                   ,          16,                             5000,                            5000,                              5000,                               20,                              45,                                20, "{'raw_water_turbidity': 45, 'filter_outlet_turbidity': 2}" ,                                   25,                                  25,                                    25, 0:14:40.064291, 192.168.1.20, 2025-10-14T14:25:23.695558, {'raw_water_turbidity': 20}
Stealthy Data Manipulation (Offset)  ,          2.248555486851194 ,         2.248555486851194 ,           2.2560653383584133,                               100,                              100,                                100, localhost,                                        0,                                       0,                                         0,                                    2,                                   2,                                     2,                            100,                           100,                             100,                               1,                              1,                                1, ATTACK: Stealthy Data Manipulation (Offset) (offset)                   ,          16,                             5000,                            5000,                              5000,                               20,                              45,                                20, "{'raw_water_turbidity': 45, 'filter_outlet_turbidity': 2}" ,                                   23,                                  23,                                    25, 0:14:45.064586, 192.168.1.20, 2025-10-14T14:25:28.695851, {'raw_water_turbidity': 20}
Stealthy Data Manipulation (Offset)  ,          2.2455418429233984,         2.2455418429233984,           2.248555486851194 ,                               100,                              100,                                100, localhost,                                        0,                                       0,                                         0,                                    2,                                   2,                                     2,                            100,                           100,                             100,                               1,                              1,                                1, ATTACK: Stealthy Data Manipulation (Offset) (offset)                   ,          16,                             5000,                            5000,                              5000,                               20,                              45,                                20, "{'raw_water_turbidity': 45, 'filter_outlet_turbidity': 2}" ,                                   25,                                  25,                                    23, 0:14:50.064898, 192.168.1.20, 2025-10-14T14:25:33.696169, {'raw_water_turbidity': 20}
Stealthy Data Manipulation (Offset)  ,          2.261678513741837 ,         2.261678513741837 ,           2.2455418429233984,                               100,                              100,                                100, localhost,                                        0,                                       0,                                         0,                                    2,                                   2,                                     2,                            100,                           100,                             100,                               1,                              1,                                1, ATTACK: Stealthy Data Manipulation (Offset) (offset)                   ,          16,                             5000,                            5000,                              5000,                               20,                              45,                                20, "{'raw_water_turbidity': 45, 'filter_outlet_turbidity': 2}" ,                                   24,                                  24,                                    25, 0:14:55.065267, 192.168.1.20, 2025-10-14T14:25:38.696538, {'raw_water_turbidity': 20}
