Timestamp_Index,Original_CSV_Index,Predicted_Type,Confidence,Actual_Type
1676,16787,Man-in-the-Middle (Data Manipulation),0.999913606911447,Man-in-the-Middle (Data Manipulation)
1677,16788,Man-in-the-Middle (Data Manipulation),0.999672131147541,Man-in-the-Middle (Data Manipulation)
1678,16789,Man-in-the-Middle (Data Manipulation),1.0,Man-in-the-Middle (Data Manipulation)
1679,16790,Man-in-the-Middle (Data Manipulation),0.999913606911447,Man-in-the-Middle (Data Manipulation)
3179,18290,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3180,18291,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3181,18292,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3182,18293,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3183,18294,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3184,18295,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3185,18296,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3186,18297,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3187,18298,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3188,18299,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3189,18300,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3190,18301,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3191,18302,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3192,18303,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3193,18304,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3194,18305,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3195,18306,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3196,18307,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3197,18308,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3198,18309,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3199,18310,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3200,18311,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3201,18312,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3202,18313,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3203,18314,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3204,18315,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3205,18316,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3206,18317,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3207,18318,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3208,18319,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3209,18320,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3210,18321,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3211,18322,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3212,18323,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3213,18324,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3214,18325,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3215,18326,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3216,18327,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3217,18328,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3218,18329,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3219,18330,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3220,18331,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3221,18332,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3222,18333,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3223,18334,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3224,18335,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3225,18336,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3226,18337,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3227,18338,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3228,18339,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3229,18340,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3230,18341,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3231,18342,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3232,18343,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3233,18344,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3234,18345,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3235,18346,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3236,18347,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3237,18348,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3238,18349,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3239,18350,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3240,18351,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3241,18352,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3242,18353,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3243,18354,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3244,18355,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3245,18356,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3246,18357,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3247,18358,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3248,18359,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3250,18361,Stealthy Data Manipulation (Offset),0.9837414840729147,Stealthy Data Manipulation (Offset)  
3251,18362,Stealthy Data Manipulation (Offset),0.98,Stealthy Data Manipulation (Offset)  
3252,18363,Stealthy Data Manipulation (Offset),0.9837414840729147,Stealthy Data Manipulation (Offset)  
3253,18364,Stealthy Data Manipulation (Offset),0.9845142857142858,Stealthy Data Manipulation (Offset)  
3254,18365,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3255,18366,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3256,18367,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3257,18368,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3258,18369,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3259,18370,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3260,18371,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3261,18372,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3262,18373,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3263,18374,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3264,18375,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3265,18376,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3266,18377,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3267,18378,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3268,18379,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3269,18380,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3270,18381,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3271,18382,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3272,18383,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3273,18384,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3274,18385,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3275,18386,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3276,18387,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3277,18388,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3278,18389,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3279,18390,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3280,18391,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3281,18392,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3282,18393,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3283,18394,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3284,18395,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3285,18396,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3286,18397,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3287,18398,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3288,18399,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3289,18400,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3290,18401,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3291,18402,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3292,18403,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3293,18404,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3294,18405,Stealthy Data Manipulation (Offset),0.9636817218327083,Stealthy Data Manipulation (Offset)  
3295,18406,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3296,18407,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3297,18408,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3298,18409,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3299,18410,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3300,18411,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3301,18412,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3302,18413,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3303,18414,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3304,18415,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3305,18416,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3306,18417,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3307,18418,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3308,18419,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3309,18420,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3310,18421,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3311,18422,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3312,18423,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3313,18424,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3314,18425,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3315,18426,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3316,18427,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3317,18428,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3318,18429,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3319,18430,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3320,18431,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3321,18432,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3322,18433,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3323,18434,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3324,18435,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3325,18436,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3326,18437,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3327,18438,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3328,18439,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3329,18440,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3330,18441,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3331,18442,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3332,18443,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3333,18444,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3334,18445,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3335,18446,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3336,18447,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3337,18448,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3338,18449,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3339,18450,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3340,18451,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3341,18452,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3342,18453,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3343,18454,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3344,18455,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3345,18456,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3346,18457,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3347,18458,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3348,18459,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3349,18460,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3350,18461,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3351,18462,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3352,18463,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3353,18464,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3354,18465,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3355,18466,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3356,18467,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3357,18468,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3358,18469,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3359,18470,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3360,18471,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3361,18472,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3362,18473,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3363,18474,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3364,18475,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3365,18476,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3366,18477,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3367,18478,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3368,18479,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3369,18480,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3370,18481,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3371,18482,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3372,18483,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3373,18484,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3374,18485,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3375,18486,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3376,18487,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3377,18488,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3378,18489,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3379,18490,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3380,18491,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3381,18492,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3382,18493,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3383,18494,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3384,18495,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3385,18496,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3386,18497,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3387,18498,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3388,18499,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3389,18500,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3390,18501,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3391,18502,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3392,18503,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3393,18504,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3394,18505,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3395,18506,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3396,18507,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3397,18508,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3398,18509,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3399,18510,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3400,18511,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3401,18512,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3402,18513,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3403,18514,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3404,18515,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3405,18516,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3406,18517,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3407,18518,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3408,18519,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3409,18520,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3410,18521,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3411,18522,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3412,18523,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3413,18524,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3414,18525,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3415,18526,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3416,18527,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3417,18528,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3418,18529,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3419,18530,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3420,18531,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3421,18532,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3422,18533,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3423,18534,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3424,18535,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3425,18536,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3426,18537,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3427,18538,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3428,18539,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3429,18540,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3430,18541,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3431,18542,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3432,18543,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3433,18544,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3434,18545,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3435,18546,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3436,18547,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3437,18548,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3438,18549,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3439,18550,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3440,18551,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3441,18552,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3442,18553,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3443,18554,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3444,18555,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3445,18556,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3446,18557,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3447,18558,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3448,18559,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3449,18560,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3450,18561,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3451,18562,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3452,18563,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3453,18564,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3454,18565,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3455,18566,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3456,18567,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3457,18568,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3458,18569,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3459,18570,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3460,18571,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3461,18572,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3462,18573,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3463,18574,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3464,18575,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3465,18576,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3466,18577,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3467,18578,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3468,18579,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3469,18580,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3470,18581,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3471,18582,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3472,18583,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3473,18584,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3474,18585,Stealthy Data Manipulation (Offset),0.98,Stealthy Data Manipulation (Offset)  
3475,18586,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3476,18587,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
3477,18588,Stealthy Data Manipulation (Offset),1.0,Stealthy Data Manipulation (Offset)  
